Prscrbr_NPI,Prscrbr_Last_Org_Name,Prscrbr_First_Name,Prscrbr_City,Prscrbr_State_Abrvtn,Prscrbr_Type,Tot_Clms,Tot_Benes,Tot_Drug_Cst,Tot_Day_Suply,Tot_30day_Fills,Brnd_Tot_Clms,Gnrc_Tot_Clms,Brnd_Tot_Drug_Cst,Gnrc_Tot_Drug_Cst,Opioid_Tot_Clms,Opioid_Tot_Drug_Cst,Opioid_Prscrbr_Rate,Antbtc_Tot_Clms,Bene_Avg_Age,Bene_Avg_Risk_Scre,_is_injected_anomaly
1000008235,Khan,Priya,City_284,TX,Oncology,1079,321,211955.83,29105,970.2,576,503,248925.33,49403.98,38,1638.51,3.52,63,85.2,1.613,0
1000008236,Smith,Linda,City_258,AZ,Pain Management,392,98,42359.78,15959,532.0,96,296,22822.41,15992.98,111,6070.18,28.32,10,77.5,1.32,0
1000008237,Patel,James,City_241,IL,Family Practice,201,51,14263.32,7184,239.5,61,140,9523.07,4967.32,1,20.45,0.5,12,57.3,1.105,0
1000008238,Patel,Daniel,City_350,NC,Oncology,714,148,275163.34,20180,672.7,502,212,425616.8,40850.58,29,1601.12,4.06,23,63.5,1.068,0
1000008239,Rao,Emily,City_285,CA,Nurse Practitioner,275,64,18828.06,7621,254.0,15,260,2259.37,8900.54,25,1128.74,9.09,33,78.2,0.862,0
1000008240,Martinez,David,City_56,TN,Physician Assistant,1108,399,58036.34,39553,1318.4,216,892,24890.68,23361.2,119,4725.76,10.74,83,72.6,1.614,0
1000008241,Rao,Sofia,City_30,IL,Psychiatry,873,207,29743.76,36555,1218.5,188,685,14091.66,11669.23,41,2210.92,4.7,75,66.3,1.358,0
1000008242,Cohen,John,City_312,PA,Physician Assistant,503,147,19591.73,15493,516.4,113,390,9682.91,7595.2,29,804.61,5.77,21,64.9,0.873,0
1000008243,Khan,Omar,City_248,IN,Physician Assistant,690,262,29677.38,21004,700.1,45,645,4258.06,13870.95,21,769.92,3.04,66,52.6,1.668,0
1000008244,Johnson,David,City_242,IN,Internal Medicine,259,76,16414.46,7620,254.0,57,202,7947.39,6401.0,17,950.22,6.56,14,72.9,1.324,0
1000008245,Smith,Susan,City_50,CA,Family Practice,451,123,18056.14,11885,396.2,108,343,9512.5,6866.14,9,461.46,2.0,14,77.8,1.449,0
1000008246,Cohen,Michael,City_287,CA,Pain Management,186,48,21917.68,6401,213.4,23,163,5962.55,9603.72,58,2505.96,31.18,13,72.2,1.04,0
1000008247,Martinez,Sofia,City_164,VA,Family Practice,1348,440,67371.45,42063,1402.1,304,1044,33425.83,26088.94,162,4435.5,12.02,98,68.6,1.424,0
1000008248,Nguyen,Omar,City_250,WI,Neurology,277,65,19169.29,8386,279.5,71,206,10809.54,7127.93,0,0.0,0.0,8,69.9,1.026,0
1000008249,Davis,Raj,City_157,TX,Endocrinology,330,59,17126.32,14531,484.4,172,158,19638.18,4099.94,0,0.0,0.0,22,72.0,2.023,0
1000008250,Martinez,David,City_49,CA,Nurse Practitioner,234,49,10419.97,8891,296.4,46,188,4506.42,4185.8,17,624.96,7.26,20,72.7,1.369,0
1000008251,Nguyen,David,City_136,FL,Rheumatology,597,163,82546.68,17292,576.4,350,247,106467.24,17076.24,0,0.0,0.0,13,68.3,1.351,0
1000008252,Wilson,Grace,City_293,WA,Family Practice,1526,453,12063.09,66721,2224.0,464,1062,8069.47,4197.58,44,1907.43,2.88,72,67.2,1.478,0
1000008253,Lopez,Maria,City_209,VA,Oncology,785,299,150436.99,22635,754.5,607,178,255915.36,17055.91,7,415.82,0.89,64,76.5,1.838,0
1000008254,Lee,James,City_298,MO,Dermatology,551,124,30273.74,18352,611.7,167,384,20186.16,10549.11,0,0.0,0.0,26,86.3,1.088,0
1000008255,Lee,Raj,City_276,FL,Family Practice,727,173,36657.82,28657,955.2,186,541,20633.26,13639.53,48,1368.14,6.6,27,65.3,1.039,0
1000008256,Garcia,Maria,City_88,NY,Dermatology,2088,821,91875.28,89903,2996.8,786,1302,76087.52,28645.02,109,6163.33,5.22,45,77.9,1.482,0
1000008257,Khan,Maria,City_16,NJ,Internal Medicine,359,117,26730.58,9397,313.2,138,221,22605.58,8227.66,25,928.61,6.96,22,67.3,1.248,0
1000008258,Anderson,Maria,City_164,WA,Nurse Practitioner,467,136,12062.3,15028,500.9,79,388,4489.14,5010.89,374,292.15,80.09,37,60.8,1.388,1
1000008259,Garcia,Susan,City_282,IL,Dermatology,500,126,2500.0,18769,625.6,121,379,1331.0,947.5,24,481.05,4.8,38,76.3,1.118,0
1000008260,Kim,Grace,City_226,OH,Physician Assistant,924,248,42503.69,31861,1062.0,242,682,24490.22,15685.89,76,4449.43,8.23,43,73.9,1.088,0
1000008261,Rao,James,City_221,MD,Nurse Practitioner,447,101,9261.89,11761,392.0,74,373,3373.23,3864.3,28,1347.44,6.26,34,75.6,0.524,0
1000008262,Wilson,Raj,City_377,MD,Neurology,561,105,60638.53,15472,515.7,254,307,60400.73,16591.82,19,592.1,3.39,29,60.3,1.255,0
1000008263,Lee,Wei,City_64,GA,Family Practice,718,152,45495.64,25837,861.2,155,563,21607.26,17837.08,31,703.75,4.32,63,82.6,0.7,0
1000008264,Nguyen,Maria,City_377,FL,Rheumatology,1126,280,13805.06,29826,994.2,714,412,19258.43,2525.61,0,0.0,0.0,83,73.3,1.223,0
1000008265,Smith,Maria,City_93,MO,Cardiology,1430,403,92193.31,59251,1975.0,459,971,65102.66,31300.6,0,0.0,0.0,63,69.7,1.007,0
1000008266,Shah,Daniel,City_296,MD,Physician Assistant,363,79,9474.77,14689,489.6,111,252,6373.94,3288.76,31,1374.11,8.54,40,67.4,0.913,0
1000008267,Anderson,Emily,City_226,WA,Family Practice,389,140,23285.39,9766,325.5,98,291,12905.73,8709.57,23,753.26,5.91,40,79.4,0.958,0
1000008268,Johnson,John,City_152,NC,Internal Medicine,413,117,27459.28,11525,384.2,81,332,11848.05,11036.9,18,408.72,4.36,18,78.9,1.596,0
1000008269,Garcia,Daniel,City_286,NJ,Nurse Practitioner,800,165,62370.38,29414,980.5,272,528,46653.05,20582.23,43,1644.68,5.38,29,70.6,0.991,0
1000008270,Wilson,David,City_268,IN,Family Practice,562,206,33158.6,22482,749.4,130,432,16874.3,12744.23,22,940.14,3.91,62,74.7,1.31,0
1000008271,Smith,Anna,City_253,GA,Oncology,862,311,208536.58,28010,933.7,602,260,320401.22,31449.83,0,0.0,0.0,45,77.8,1.427,0
1000008272,Johnson,Emily,City_17,VA,Physician Assistant,1042,223,47967.98,39727,1324.2,151,891,15292.67,20508.38,48,2719.64,4.61,65,64.1,0.9,0
1000008273,Rao,Emily,City_107,MI,Physician Assistant,235,55,10986.42,10074,335.8,4,231,411.41,5399.71,11,495.72,4.68,6,69.4,1.716,0
1000008274,Khan,Carlos,City_24,MI,Family Practice,877,231,70063.34,21931,731.0,214,663,37612.11,26483.46,23,1368.82,2.62,23,60.2,1.45,0
1000008275,Brown,Ahmed,City_140,IL,Cardiology,451,166,36953.18,12812,427.1,102,349,18386.46,14297.85,0,0.0,0.0,20,65.2,1.091,0
1000008276,Anderson,Michael,City_234,GA,Neurology,799,166,119897.46,23952,798.4,387,412,127760.57,30912.24,25,955.37,3.13,53,78.2,1.479,0
1000008277,Miller,Raj,City_245,AZ,Family Practice,572,154,18624.22,24900,830.0,233,339,16690.16,5518.89,45,1618.06,7.87,33,69.7,0.774,0
1000008278,Khan,John,City_4,OH,Endocrinology,476,156,48006.38,21343,711.4,174,302,38606.81,15228.91,13,477.4,2.73,42,70.5,1.482,0
1000008279,Patel,Ahmed,City_319,GA,Internal Medicine,880,223,19325.89,36401,1213.4,193,687,9324.74,7543.68,29,949.5,3.3,94,64.7,0.833,0
1000008280,Shah,Robert,City_83,TX,Physician Assistant,1282,462,61276.71,38952,1298.4,113,1169,11882.52,27937.78,79,3896.83,6.16,40,75.5,1.02,0
1000008281,Anderson,Maria,City_337,WA,Psychiatry,431,163,32989.84,16221,540.7,151,280,25427.44,10715.96,18,764.45,4.18,37,73.4,0.805,0
1000008282,Shah,Michael,City_133,WA,Physician Assistant,808,223,22300.57,20605,686.8,231,577,14026.17,7962.52,89,5142.69,11.01,48,82.5,1.208,0
1000008283,Anderson,Wei,City_305,WI,Family Practice,1392,485,57842.22,55736,1857.9,380,1012,34738.57,21025.98,114,3581.61,8.19,61,68.4,1.675,0
1000008284,Wilson,Raj,City_364,NY,Psychiatry,415,115,36869.5,16872,562.4,179,236,34986.05,10483.38,17,764.96,4.1,47,65.4,1.679,0
1000008285,Lee,Carlos,City_225,FL,Nurse Practitioner,1050,320,52429.07,37942,1264.7,338,712,37129.77,17775.95,157,6915.83,14.95,80,70.0,1.049,0
1000008286,Shah,Omar,City_361,MI,Family Practice,970,363,42001.56,26434,881.1,190,780,18099.64,16887.22,65,2100.14,6.7,92,64.0,1.274,0
1000008287,Garcia,Linda,City_236,TX,Nurse Practitioner,243,78,9477.39,7902,263.4,48,195,4118.57,3802.65,7,162.6,2.88,7,83.0,0.726,0
1000008288,Patel,Priya,City_205,MO,Pain Management,272,89,23896.58,8877,295.9,61,211,11790.15,9268.71,112,3563.39,41.18,25,72.7,1.293,0
1000008289,Patel,Mary,City_391,FL,Psychiatry,406,91,26866.27,17764,592.1,88,318,12811.11,10521.52,29,1500.56,7.14,30,70.7,0.793,0
1000008290,Lee,Emily,City_39,AZ,Psychiatry,408,108,36870.6,14452,481.7,146,262,29026.56,11838.36,19,602.81,4.66,22,69.9,0.592,0
1000008291,Chen,James,City_256,TX,Internal Medicine,1576,324,107773.48,62919,2097.3,512,1064,77027.95,36380.39,79,3352.84,5.01,179,68.0,1.405,0
1000008292,Wilson,Priya,City_287,IL,Cardiology,281,92,21281.53,10889,363.0,130,151,21660.21,5717.99,7,159.49,2.49,6,76.2,1.088,0
1000008293,Martinez,Linda,City_264,TX,Nurse Practitioner,1513,575,44742.05,60771,2025.7,163,1350,10604.43,19960.93,165,6676.07,10.91,108,64.9,1.157,0
1000008294,Thomas,Grace,City_33,PA,Physician Assistant,305,75,18325.03,9027,300.9,68,237,8988.28,7119.73,22,666.16,7.21,14,62.0,0.738,0
1000008295,Thomas,James,City_140,IL,Physician Assistant,221,57,12450.61,8406,280.2,17,204,2107.03,5746.43,13,748.58,5.88,11,66.0,1.217,0
1000008296,Lopez,Daniel,City_249,PA,Nurse Practitioner,414,154,28510.04,18545,618.2,141,273,21361.87,9400.05,39,1309.89,9.42,24,69.8,0.911,0
1000008297,Davis,Emily,City_331,GA,Cardiology,308,110,30130.39,12733,424.4,93,215,20015.19,10516.29,0,0.0,0.0,26,62.5,0.447,0
1000008298,Smith,Raj,City_81,CA,Internal Medicine,509,113,16834.75,16098,536.6,63,446,4584.08,7375.54,23,982.01,4.52,41,82.3,0.545,0
1000008299,Kim,Priya,City_121,AZ,Psychiatry,698,257,43054.32,29311,977.0,217,481,29447.18,14834.62,0,0.0,0.0,47,68.5,1.464,0
1000008300,Martinez,Carlos,City_399,NJ,Family Practice,253,101,9049.01,11343,378.1,21,232,1652.43,4148.95,6,186.07,2.37,12,66.6,1.248,0
1000008301,Davis,Linda,City_168,PA,Neurology,451,150,57902.31,17755,591.8,196,255,55360.26,16369.28,34,883.32,7.54,48,72.0,1.62,0
1000008302,Patel,Daniel,City_62,OH,Nurse Practitioner,1215,424,39076.26,36324,1210.8,198,1017,14009.56,16354.14,42,2268.64,3.46,74,66.5,1.221,0
1000008303,Lee,Raj,City_354,MI,Family Practice,364,124,7775.29,12324,410.8,65,299,3054.58,3193.42,16,957.05,4.4,11,71.9,1.406,0
1000008304,Nguyen,Michael,City_83,NY,Internal Medicine,2382,435,11910.0,61358,2045.3,539,1843,5929.0,4607.5,200,9234.64,8.4,59,73.0,1.096,0
1000008305,Johnson,Carlos,City_103,MD,Neurology,534,132,42961.37,14635,487.8,149,385,26372.16,15487.01,25,1157.54,4.68,19,63.1,0.916,0
1000008306,Martinez,Robert,City_146,CA,Internal Medicine,305,73,10203.45,8174,272.5,95,210,6991.87,3512.66,18,1059.72,5.9,34,74.8,1.575,0
1000008307,Chen,Daniel,City_298,NJ,Nurse Practitioner,2080,732,112771.36,90289,3009.6,194,1886,23139.82,51126.63,158,5560.08,7.6,48,70.3,1.115,0
1000008308,Martinez,Grace,City_385,WI,Neurology,294,102,31473.99,11791,393.0,89,205,20961.25,10973.08,5,156.14,1.7,24,69.3,0.704,0
1000008309,Lee,Sofia,City_108,MI,Physician Assistant,993,216,26994.92,38561,1285.4,288,705,17224.56,9582.79,113,6019.06,11.38,69,75.5,1.282,0
1000008310,Patel,Michael,City_23,AZ,Nurse Practitioner,1320,321,19258.62,51122,1704.1,495,825,15888.36,6018.32,92,5401.92,6.97,56,67.9,1.541,0
1000008311,Rao,Emily,City_27,NJ,Family Practice,1460,510,76238.33,62969,2099.0,287,1173,32970.47,30625.88,47,1979.82,3.22,140,78.7,1.452,0
1000008312,Shah,Linda,City_99,TX,Nurse Practitioner,522,174,23763.35,16278,542.6,19,503,1902.89,11449.2,38,1383.57,7.28,14,66.5,0.984,0
1000008313,Khan,John,City_393,WA,Nurse Practitioner,218,46,1090.0,5748,191.6,38,180,418.0,450.0,17,534.24,7.8,20,64.8,0.92,0
1000008314,Nguyen,Omar,City_216,MI,Physician Assistant,1079,318,42700.72,41302,1376.7,165,914,14365.49,18085.47,108,2727.43,10.01,120,73.5,1.026,0
1000008315,Lopez,Omar,City_269,NY,Cardiology,603,203,56967.12,15467,515.6,155,448,32215.24,21161.91,1,51.65,0.17,46,66.4,1.466,0
1000008316,Patel,Linda,City_74,MA,Dermatology,216,74,9546.86,8536,284.5,64,152,6223.14,3359.08,16,364.87,7.41,12,84.1,1.364,0
1000008317,Thomas,Maria,City_93,NJ,Neurology,726,148,104609.32,23853,795.1,322,404,102073.33,29106.17,37,1941.37,5.1,73,80.2,0.996,0
1000008318,Kim,Daniel,City_170,WI,Physician Assistant,317,99,14086.73,10771,359.0,3,314,293.29,6976.71,37,1061.15,11.67,31,78.4,1.002,0
1000008319,Nguyen,Raj,City_68,MO,Nurse Practitioner,730,224,36106.45,29615,987.2,73,657,7943.42,16247.9,26,572.33,3.56,54,70.3,1.554,0
1000008320,Khan,David,City_185,MO,Nurse Practitioner,517,200,21424.5,16646,554.9,70,447,6381.77,9261.85,47,1958.53,9.09,27,63.3,1.581,0
1000008321,Thomas,Susan,City_347,GA,Cardiology,1073,325,119885.49,37809,1260.3,238,835,58501.44,46646.96,46,1027.55,4.29,120,72.7,0.962,0
1000008322,Khan,Daniel,City_279,WA,Rheumatology,775,144,184926.4,31233,1041.1,356,419,186883.05,49989.78,13,635.37,1.68,33,73.4,0.958,0
1000008323,Anderson,Maria,City_135,IN,Physician Assistant,319,91,19092.44,8998,299.9,84,235,11060.45,7032.48,31,1389.38,9.72,24,69.5,1.27,0
1000008324,Khan,Linda,City_167,MD,Physician Assistant,1180,356,13227.62,37125,1237.5,316,864,7793.08,4842.65,106,5717.32,8.98,125,74.8,1.074,0
1000008325,Nguyen,David,City_299,MA,Internal Medicine,1125,247,92420.34,49722,1657.4,254,871,45906.21,35776.94,76,1729.92,6.76,93,72.8,1.164,0
1000008326,Cohen,Raj,City_2,AZ,Pain Management,3086,589,325522.6,117839,3928.0,549,2537,127403.18,133806.03,1040,49139.74,33.7,208,73.5,0.915,0
1000008327,Garcia,Omar,City_276,TN,Nurse Practitioner,916,305,23411.19,30677,1022.6,71,845,3992.17,10798.28,17,651.57,1.86,71,77.3,1.42,0
1000008328,Martinez,Linda,City_73,MO,Physician Assistant,682,171,36163.77,19594,653.1,86,596,10032.53,15801.77,26,1423.32,3.81,23,69.9,0.669,0
1000008329,Smith,Sofia,City_266,FL,Family Practice,892,228,62492.02,25470,849.0,136,756,20961.45,26482.04,14,818.18,1.57,61,75.2,1.089,0
1000008330,Cohen,John,City_304,FL,Physician Assistant,542,201,22208.7,14102,470.1,117,425,10547.08,8707.28,27,987.88,4.98,26,67.6,1.334,0
1000008331,Martinez,Daniel,City_277,NC,Endocrinology,967,279,183538.81,41822,1394.1,391,576,163267.93,54663.06,75,2626.9,7.76,66,69.0,0.859,0
1000008332,Kim,Ahmed,City_397,IL,Family Practice,549,117,7404.88,20057,668.6,84,465,2492.57,3135.95,21,626.92,3.83,13,82.0,1.461,0
1000008333,Patel,Michael,City_321,TX,Internal Medicine,1557,516,63299.22,64551,2151.7,397,1160,35507.73,23579.67,40,1461.34,2.57,44,60.8,0.701,0
1000008334,Johnson,Wei,City_2,GA,Internal Medicine,535,127,39745.66,13464,448.8,125,410,20430.01,15229.64,47,1679.78,8.79,27,66.1,1.472,0
1000008335,Anderson,John,City_306,WI,Cardiology,283,67,13222.45,10383,346.1,97,186,9970.57,4345.19,13,763.79,4.59,17,62.9,1.494,0
1000008336,Cohen,Maria,City_383,PA,Physician Assistant,408,163,25986.72,17168,572.3,59,349,8267.34,11114.42,25,1024.31,6.13,29,69.1,1.078,0
1000008337,Lee,Susan,City_355,AZ,Neurology,2478,955,117498.23,66285,2209.5,1121,1357,116938.71,32172.13,9,237.67,0.36,266,71.0,0.703,0
1000008338,Khan,Susan,City_212,VA,Psychiatry,1403,428,146487.05,36295,1209.8,353,1050,81084.71,54815.18,38,1807.28,2.71,95,72.2,1.036,0
1000008339,Garcia,Sofia,City_91,IL,Family Practice,281,59,13597.96,7724,257.5,67,214,7132.88,5177.87,15,771.7,5.34,31,68.7,1.18,0
1000008340,Davis,Sofia,City_353,AZ,Neurology,615,185,93459.8,24864,828.8,216,399,72214.79,30317.45,13,292.12,2.11,53,73.4,1.172,0
1000008341,Rao,Wei,City_54,IN,Neurology,555,133,58429.58,20071,669.0,242,313,56050.28,16476.09,45,2392.24,8.11,18,67.4,1.037,0
1000008342,Rao,David,City_141,MO,Family Practice,3112,1006,163111.42,107256,3575.2,794,2318,91556.24,60747.47,138,5104.07,4.43,239,56.7,1.287,0
1000008343,Brown,James,City_14,TX,Rheumatology,739,272,211384.9,19329,644.3,549,190,345481.3,27173.97,17,453.48,2.3,62,60.0,1.587,0
1000008344,Brown,Maria,City_87,WA,Rheumatology,668,249,266910.17,24144,804.8,308,360,270746.01,71921.9,67,2110.59,10.03,41,75.8,1.608,0
1000008345,Brown,Carlos,City_261,NC,Rheumatology,783,208,214363.62,20499,683.3,527,256,317411.47,35042.84,30,1715.01,3.83,43,80.1,1.152,0
1000008346,Thomas,Daniel,City_177,MD,Pain Management,196,47,31580.35,8190,273.0,49,147,17369.19,11842.63,77,4163.67,39.29,6,66.2,1.341,0
1000008347,Chen,John,City_359,CA,Family Practice,556,170,34920.66,20142,671.4,144,412,19897.24,12938.23,25,816.31,4.5,30,63.0,1.003,0
1000008348,Johnson,Ahmed,City_68,AZ,Internal Medicine,479,106,30841.63,17370,579.0,126,353,17848.22,11364.4,34,1077.03,7.1,57,75.3,0.659,0
1000008349,Kim,Grace,City_145,NC,Nurse Practitioner,488,95,17249.16,14713,490.4,73,415,5676.67,7334.43,35,1137.52,7.17,24,90.0,1.116,0
1000008350,Brown,David,City_388,OH,Oncology,220,59,53408.97,9129,304.3,142,78,75840.73,9467.95,0,0.0,0.0,23,64.3,1.437,0
1000008351,Lee,Carlos,City_357,MA,Family Practice,939,303,37707.37,32948,1098.3,253,686,22351.36,13773.83,25,696.38,2.66,91,63.6,0.814,0
1000008352,Martinez,Linda,City_133,MD,Internal Medicine,957,308,71877.78,33394,1113.1,109,848,18010.76,31845.54,45,994.28,4.7,37,63.3,1.821,0
1000008353,Lopez,Grace,City_318,CA,Internal Medicine,513,186,18668.62,15117,503.9,10,503,800.6,9152.36,47,2776.59,9.16,21,61.1,1.371,0
1000008354,Brown,Grace,City_351,VA,Family Practice,901,348,77068.92,40513,1350.4,252,649,47421.76,27756.79,53,1636.94,5.88,77,73.5,0.526,0
1000008355,Garcia,Mary,City_39,OH,Nurse Practitioner,1137,262,84102.71,30801,1026.7,293,844,47680.39,31214.9,67,3269.68,5.89,50,64.5,0.946,0
1000008356,Nguyen,John,City_46,NJ,Internal Medicine,1033,403,20821.02,43175,1439.2,322,711,14278.42,7165.41,62,2894.03,6.0,22,74.1,1.465,0
1000008357,Khan,Michael,City_192,NY,Nurse Practitioner,567,116,19306.78,17545,584.8,219,348,16405.65,5924.83,26,689.52,4.59,23,69.3,0.719,0
1000008358,Cohen,Sofia,City_169,NY,Internal Medicine,154,51,8629.97,4310,143.7,40,114,4931.41,3194.21,20,445.56,12.99,11,75.7,1.084,0
1000008359,Brown,Daniel,City_191,OH,Physician Assistant,153,47,3323.99,4497,149.9,34,119,1625.06,1292.66,9,412.13,5.88,17,76.0,1.103,0
1000008360,Lopez,David,City_286,MI,Family Practice,597,132,26387.37,26318,877.3,122,475,11863.27,10497.49,6,150.37,1.01,33,75.1,1.706,0
1000008361,Garcia,Robert,City_197,MO,Physician Assistant,303,59,11885.65,11294,376.5,27,276,2330.06,5413.27,26,600.62,8.58,23,74.3,1.391,0
1000008362,Davis,Daniel,City_151,IL,Oncology,853,223,138527.2,28180,939.3,498,355,177925.44,28826.0,46,1984.58,5.39,48,69.7,0.741,0
1000008363,Brown,Sofia,City_283,MI,Family Practice,261,47,25559.06,8612,287.1,26,235,5601.45,11506.47,3,161.49,1.15,27,77.6,1.378,0
1000008364,Kim,Daniel,City_199,PA,Nurse Practitioner,626,204,6848.47,25244,841.5,83,543,1997.65,2970.22,13,752.24,2.08,57,72.6,1.836,0
1000008365,Lee,Carlos,City_149,WA,Nurse Practitioner,1369,271,62341.07,55896,1863.2,256,1113,25646.82,25341.71,25,1022.49,1.83,136,72.8,1.115,0
1000008366,Thomas,Anna,City_258,TX,Nurse Practitioner,592,206,37119.04,17117,570.6,69,523,9518.02,16396.33,45,1131.75,7.6,61,72.2,1.271,0
1000008367,Shah,Anna,City_231,PA,Rheumatology,177,52,44660.83,7259,242.0,110,67,61061.7,8452.76,0,0.0,0.0,9,74.0,1.645,0
1000008368,Davis,Grace,City_307,MO,Family Practice,320,73,11322.35,9731,324.4,58,262,4514.79,4635.09,18,794.99,5.62,7,75.6,1.338,0
1000008369,Shah,Omar,City_63,WI,Family Practice,1075,412,85311.8,29693,989.8,115,960,20078.03,38092.71,86,2952.0,8.0,111,72.2,0.59,0
1000008370,Nguyen,Priya,City_316,TX,Endocrinology,548,144,48321.56,22627,754.2,320,228,62077.33,10052.3,0,0.0,0.0,12,67.1,1.283,0
1000008371,Patel,Anna,City_380,CA,Family Practice,140,33,5260.33,4471,149.0,28,112,2314.54,2104.13,12,291.01,8.57,9,70.1,1.761,0
1000008372,Rao,Susan,City_313,GA,Physician Assistant,810,293,43078.03,27114,903.8,131,679,15327.27,18055.54,54,2737.29,6.67,55,72.1,1.527,0
1000008373,Thomas,Priya,City_284,GA,Nurse Practitioner,311,122,11374.4,11909,397.0,66,245,5310.49,4480.27,33,888.98,10.61,17,71.5,1.429,0
1000008374,Kim,David,City_39,MO,Family Practice,1360,485,108478.1,52323,1744.1,168,1192,29480.52,47538.93,52,2284.24,3.82,70,69.5,1.568,0
1000008375,Anderson,Michael,City_183,FL,Physician Assistant,1064,307,39792.62,29974,999.1,321,743,26411.23,13893.76,161,8876.65,15.13,30,68.0,1.687,0
1000008376,Shah,Emily,City_327,GA,Internal Medicine,1487,402,84134.0,50002,1666.7,151,1336,18795.77,37795.23,94,2917.6,6.32,114,67.8,1.347,0
1000008377,Johnson,Maria,City_240,PA,Neurology,645,252,48640.52,27558,918.6,291,354,48278.55,13347.86,59,2979.33,9.15,64,78.4,1.265,0
1000008378,Khan,Ahmed,City_259,TN,Dermatology,544,15,54279.82,20514,683.8,178,366,39073.49,18259.57,0,0.0,0.0,60,77.3,0.679,1
1000008379,Wilson,Raj,City_127,VA,Physician Assistant,252,84,2403.41,9238,307.9,53,199,1112.05,948.96,25,1351.9,9.92,16,82.3,1.449,0
1000008380,Davis,Emily,City_257,NJ,Physician Assistant,260,76,16451.95,10809,360.3,26,234,3619.43,7403.38,23,852.43,8.85,30,71.9,0.821,0
1000008381,Kim,Daniel,City_368,MI,Family Practice,825,179,34324.49,22953,765.1,102,723,9336.26,15040.37,43,2298.03,5.21,60,74.5,0.694,0
1000008382,Cohen,Emily,City_239,WI,Family Practice,488,115,22067.37,21229,707.6,96,392,9550.47,8863.12,20,531.14,4.1,54,67.9,0.868,0
1000008383,Kim,Emily,City_371,OH,Nurse Practitioner,594,209,14686.78,18672,622.4,130,464,7071.41,5736.25,30,1622.32,5.05,14,72.2,0.89,0
1000008384,Thomas,David,City_248,IN,Nurse Practitioner,816,159,47867.91,28117,937.2,112,704,14454.23,20648.9,57,2660.99,6.99,69,79.0,0.451,0
1000008385,Smith,Omar,City_371,GA,Nurse Practitioner,146,45,4884.32,4098,136.6,27,119,1987.18,1990.53,5,100.56,3.42,16,66.2,1.166,0
1000008386,Miller,Anna,City_306,NY,Psychiatry,476,118,47984.17,16159,538.6,99,377,21955.78,19002.14,18,635.88,3.78,27,63.1,1.99,0
1000008387,Rao,Susan,City_320,WI,Physician Assistant,1176,301,73922.0,32187,1072.9,282,894,38997.63,28097.9,125,5693.4,10.63,76,74.2,1.109,0
1000008388,Khan,Wei,City_78,TN,Physician Assistant,1448,469,50127.63,52615,1753.8,321,1127,24447.6,19507.54,65,2496.8,4.49,77,71.2,0.872,0
1000008389,Martinez,Carlos,City_305,CA,Dermatology,1118,414,42898.9,33830,1127.7,433,685,36552.32,13142.1,30,1664.79,2.68,39,75.3,0.812,0
1000008390,Wilson,Wei,City_128,NJ,Rheumatology,3952,1455,928585.97,132358,4411.9,1969,1983,1017826.09,232968.87,142,7155.98,3.59,214,56.0,1.918,0
1000008391,Miller,Sofia,City_43,NY,Physician Assistant,490,173,24320.3,18707,623.6,85,405,9281.42,10050.74,63,1677.97,12.86,40,75.6,1.472,0
1000008392,Shah,Sofia,City_390,OH,Family Practice,527,95,16820.07,16583,552.8,82,445,5757.76,7101.45,14,657.61,2.66,59,76.0,1.067,0
1000008393,Kim,Raj,City_92,MA,Family Practice,476,101,27551.72,17834,594.5,93,383,11842.61,11084.36,10,378.02,2.1,43,62.4,1.381,0
1000008394,Wilson,Mary,City_385,IL,Nurse Practitioner,547,163,10024.58,18774,625.8,102,445,4112.46,4077.64,50,2839.72,9.14,26,69.6,1.025,0
1000008395,Rao,Robert,City_122,CA,Physician Assistant,482,175,30171.5,12470,415.7,178,304,24512.78,9514.66,69,1513.06,14.32,37,67.8,0.984,0
1000008396,Anderson,Sofia,City_263,PA,Nurse Practitioner,323,83,5207.09,12738,424.6,49,274,1737.85,2208.58,19,786.63,5.88,17,62.5,0.952,0
1000008397,Lee,Emily,City_308,OH,Family Practice,333,88,13416.27,13495,449.8,79,254,7002.24,5116.72,26,606.97,7.81,12,76.7,0.906,0
1000008398,Anderson,Daniel,City_240,PA,Family Practice,599,173,18304.44,21581,719.4,195,404,13109.52,6172.78,38,2089.35,6.34,28,63.8,2.199,0
1000008399,Miller,Anna,City_47,FL,Internal Medicine,354,129,23306.83,9675,322.5,70,284,10139.13,9349.07,45,958.35,12.71,21,81.9,0.89,0
1000008400,Chen,David,City_142,PA,Physician Assistant,571,227,25482.66,23285,776.2,104,467,10210.92,10420.67,31,821.05,5.43,58,74.6,1.109,0
1000008401,Brown,Linda,City_73,OH,Nurse Practitioner,730,151,28711.1,31893,1063.1,147,583,12719.41,11464.78,58,2231.95,7.95,60,65.8,1.964,0
1000008402,Anderson,Carlos,City_62,WI,Physician Assistant,568,220,13743.28,20993,699.8,145,423,7718.5,5117.44,65,2710.42,11.44,22,63.3,1.251,0
1000008403,Rao,Sofia,City_241,TN,Dermatology,616,196,24690.08,25530,851.0,246,370,21692.0,7415.04,16,852.46,2.6,69,71.0,0.3,0
